API_KEY.txt,0,51
client_secrets.json,1,483
fyly.py,17,8281
gpt.py,1,393
memory_stats.csv,0,0
prompt.txt,1,585
README.md,0,34
biology_ans.docx,0,0
biology_hw.docx,0,0
math_hw.pdf,0,0
math_solutions.docx,25,12325
oola.txt,0,0
tax_returns_2018.txt,1,352
tax_returns_2019.txt,0,109
template_coverletter.docx,25,12064
template_resume.docx,25,12034
main.py,1,438
gpt.cpython-311.pyc,2,911
